,fz,purchasenumber,publishdate,startdata,enddata,placingway,customerinn,maxprice,okpdcode,okpdname,purchasobject,href
90,44,0176200005520001765,2020-12-07T16:48:38.379+03:00,"['2020-12-07', '16:48:38+03:00']","['2020-12-15', '09:00:00+03:00']","Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности",0105072228,6419220,42.11,Дороги автомобильные и автомагистрали; строительные работы по строительству автомобильных дорог и автомагистралей,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001765
91,44,,2020-12-11T15:00:59.973+03:00,,,,,,,,,
92,44,,2020-12-01T16:06:44.319+03:00,,,,,,,,,
93,44,0176200005520001724,2020-12-03T10:02:08.765+03:00,"['2020-12-03', '10:02:08+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,1464328.54,01.47,Птица сельскохозяйственная живая и яйца,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001724
94,44,0176200005520001700,2020-12-01T11:07:54.515+03:00,"['2020-12-01', '11:07:54+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,529970,14.14,Белье нательное,Поставка мягкого инвентаря,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001700
95,44,0176300004720000076,2020-12-14T17:12:41.697+03:00,"['2020-12-14', '17:12:41+03:00']","['2020-12-22', '10:00:00+03:00']",Электронный аукцион,0103007791,150390,10.13,"Продукция мясная пищевая, в том числе из мяса птицы",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000076
96,44,0176200005520001714,2020-12-02T10:34:05.600+03:00,"['2020-12-02', '10:34:05+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,655883.57,10.51,Молоко и молочная продукция,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001714
97,44,0176200005520001849,2020-12-11T11:30:13.049+03:00,"['2020-12-11', '11:30:13+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,125707.08,62.03,Услуги по управлению компьютерным оборудованием,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001849
98,44,0176200005520001839,2020-12-11T09:40:51.691+03:00,"['2020-12-11', '09:40:51+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,206840.04,33.14,Услуги по ремонту электрического оборудования,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001839
99,44,0176100004320000076,2020-12-07T12:22:25.360+03:00,"['2020-12-07', '12:22:25+03:00']","['2020-12-15', '10:00:00+03:00']",Электронный аукцион,0105028229,554594.08,19.20,Нефтепродукты,"поставку ГСМ для нужд судов Республики Адыгея

",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100004320000076
100,44,0176200005520001935,2020-12-18T10:21:54.423+03:00,"['2020-12-18', '10:21:54+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,550719.96,61.90,Услуги телекоммуникационные прочие,"Предоставление услуг доступа к информационно-телекоммуникационной сети ""Интернет"" по каналу фиксированной скорости 150Мбит/с без учета общего переданного объема информации с предоставлением IP-адресов",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001935
101,44,0176200005520001800,2020-12-09T11:19:44.421+03:00,"['2020-12-09', '11:19:44+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,533745,10.13,"Продукция мясная пищевая, в том числе из мяса птицы",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001800
102,44,0176100003520000037,2020-12-01T13:04:18.436+03:00,"['2020-12-01', '13:04:18+03:00']","['2020-12-09', '10:28:00+03:00']",Электронный аукцион,0105047422,70000,46.49,Услуги по оптовой торговле прочими бытовыми товарами,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100003520000037
103,44,0376300005320000034,2020-12-18T12:00:38.594+03:00,"['2020-12-18', '12:00:38+03:00']","['2020-12-28', '08:09:00+03:00']",Электронный аукцион,0107007270,291380.72,10.20,"Рыба переработанная и консервированная, ракообразные и моллюски",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300005320000034
104,44,0176200005520001909,2020-12-17T09:24:59.439+03:00,"['2020-12-17', '09:24:59+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,702054,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001909
105,44,0176200005520001878,2020-12-15T12:09:31.381+03:00,"['2020-12-15', '12:09:31+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,4060800,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001878
106,44,0176200005520001763,2020-12-07T16:31:32.526+03:00,"['2020-12-07', '16:31:32+03:00']","['2020-12-16', '09:00:00+03:00']",Электронный аукцион,0105072228,179289,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001763
107,44,0176200005520001886,2020-12-15T13:13:34.645+03:00,"['2020-12-15', '13:13:34+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,6671663.22,10.86,Продукция детского питания и диетическая,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001886
108,44,0176300006320000056,2020-12-01T12:29:27.402+03:00,"['2020-12-01', '12:29:27+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0108003864,1191003,68.10,Услуги по покупке и продаже собственного недвижимого имущества,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300006320000056
109,44,0176200005520001799,2020-12-09T11:09:10.363+03:00,"['2020-12-09', '11:09:10+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,53892,10.12,"Мясо сельскохозяйственной птицы и прочие продукты убоя, включая консервированные",Поставка тушек цыплят-бройлеров охлажденных,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001799
110,44,0176200005520001793,2020-12-15T14:52:20.520+03:00,"['2020-12-09', '10:07:14+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,3174336,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001793
111,44,0176200005520001730,2020-12-03T11:02:08.417+03:00,"['2020-12-03', '11:02:08+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,62920.8,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001730
112,44,0176200005520001880,2020-12-15T12:13:45.466+03:00,"['2020-12-15', '12:13:45+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,58600,80.20,Услуги систем обеспечения безопасности,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001880
113,44,0176200005520001713,2020-12-02T10:10:54.457+03:00,"['2020-12-02', '10:10:54+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,57749.8,10.41,Масла и жиры,Поставка масла подсолнечного,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001713
114,44,0376100000420000045,2020-12-15T13:37:20.432+03:00,"['2020-12-09', '13:40:01+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105044421,840000,17.12,Бумага и картон,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100000420000045
115,44,0176200005520001870,2020-12-14T15:24:40.648+03:00,"['2020-12-14', '15:24:40+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,252000,45.20,Услуги по техническому обслуживанию и ремонту автотранспортных средств,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001870
116,44,0176200005520001944,2020-12-18T12:27:10.391+03:00,"['2020-12-18', '12:27:10+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,90000,62.02,"Услуги консультативные, связанные с компьютерной техникой",оказание услуг по программному сопровождению программ «1С: Бухгалтерия государственного учреждения 8» и «1С: Зарплата и кадры государственного учреждения 8»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001944
117,44,0176200005520001869,2020-12-14T12:28:46.377+03:00,"['2020-12-14', '12:28:46+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,90000,62.02,"Услуги консультативные, связанные с компьютерной техникой",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001869
